applicant_id,full_name,age,gender,marital_status,education_level,city,state,employment_type,years_employed,annual_income_inr,monthly_expenses_inr,loan_purpose,loan_amount_inr,loan_tenure_months,credit_score,debt_to_income_ratio,existing_loans,previous_defaults,property_ownership,has_collateral,collateral_value_inr,co_applicant,bank_account_age_years,num_credit_inquiries_6m,savings_balance_inr,risk_level,approval_status,interest_rate_pct,application_date,processing_branch,income_to_loan_ratio,savings_months_cover,age_group,application_month
LOAN100840,Rekha Sharma,52,Female,Widowed,Diploma,Hyderabad,Telangana,Self-Employed,17.7,920284,53505,Home Loan,3500068,36,757,0.302,0,0,Company Provided,No,0,No,21.4,3,1779693,low,Approved,10.87,2026-01-16,Delhi,0.2629,33.26,51–64,2026-01
LOAN100841,Rahul Joshi,26,Female,Divorced,PhD,Surat,Gujarat,Self-Employed,1.5,472774,23315,Gold Loan,307270,24,657,0.618,2,0,Owned,Yes,436061,No,14.1,1,1381645,medium,Under Review,0.0,2025-11-23,Bangalore,1.5386,59.26,21–30,2025-11
LOAN100842,Anil Nair,33,Female,Divorced,High School,Lucknow,Uttar Pradesh,Business Owner,3.0,1055700,27498,Personal Loan,71426,240,710,0.32,1,0,Company Provided,Yes,82313,No,8.0,2,1197069,medium,Approved,11.9,2025-11-19,Kolkata,14.7803,43.53,31–40,2025-11
LOAN100843,Arjun Verma,35,Other,Widowed,Bachelor's,Mumbai,Maharashtra,Business Owner,17.0,2221408,112532,Gold Loan,218290,36,515,0.791,2,3,Company Provided,No,0,Yes,11.5,5,6016578,high,Rejected,0.0,2026-01-23,Chennai,10.1764,53.47,31–40,2026-01
LOAN100844,Suman Malhotra,38,Other,Widowed,Diploma,Delhi,Delhi,Self-Employed,13.7,259415,13573,Gold Loan,317877,60,555,0.69,2,3,Company Provided,Yes,261133,No,18.0,7,514267,high,Rejected,0.0,2026-04-19,Delhi,0.8161,37.89,31–40,2026-04
LOAN100845,Rajesh Mehta,24,Male,Widowed,PhD,Chennai,Tamil Nadu,Unemployed,0.0,22355,1299,Education Loan,1999750,48,538,0.772,1,2,Rented,No,0,No,18.1,2,34291,high,Rejected,0.0,2026-03-28,Ahmedabad,0.0112,26.4,21–30,2026-03
LOAN100846,Ananya Kumar,62,Other,Single,Master's,Indore,Madhya Pradesh,Unemployed,0.0,21366,847,Car Loan,1101991,84,747,0.397,2,0,Parental,No,0,Yes,21.1,7,22835,low,Approved,11.54,2026-03-21,Ahmedabad,0.0194,26.96,51–64,2026-03
LOAN100847,Anil Rao,44,Other,Single,Master's,Rajkot,Gujarat,Business Owner,8.8,2565286,115674,Personal Loan,235531,84,785,0.192,2,0,Rented,Yes,323528,No,17.8,5,4309140,low,Approved,9.76,2026-05-01,Hyderabad,10.8915,37.25,41–50,2026-05
LOAN100848,Neha Mishra,27,Other,Widowed,PhD,Surat,Gujarat,Self-Employed,9.4,1192294,50779,Gold Loan,382016,24,664,0.309,3,1,Rented,No,0,Yes,8.0,6,3525121,medium,Approved,12.77,2026-01-01,Bangalore,3.1211,69.42,21–30,2026-01
LOAN100849,Ananya Singh,50,Other,Widowed,Bachelor's,Chennai,Tamil Nadu,Freelancer,13.8,211941,6535,Home Loan,2955509,60,478,0.778,5,2,Rented,No,0,Yes,20.9,2,416179,high,Rejected,0.0,2025-12-04,Kolkata,0.0717,63.68,41–50,2025-12
LOAN100850,Sunita Malhotra,51,Female,Single,Master's,Delhi,Delhi,Self-Employed,16.0,1110034,61790,Business Loan,3211263,48,500,0.507,2,3,Rented,Yes,4783919,Yes,24.6,1,1748735,high,Rejected,0.0,2025-12-24,Mumbai,0.3457,28.3,51–64,2025-12
LOAN100851,Priya Sharma,45,Male,Married,Diploma,Mumbai,Maharashtra,Unemployed,0.0,23845,1302,Business Loan,2262207,48,750,0.159,2,0,Owned,No,0,Yes,17.4,5,28340,low,Approved,10.29,2026-01-13,Pune,0.0105,21.77,41–50,2026-01
LOAN100852,Sunita Chaudhary,54,Other,Widowed,High School,Lucknow,Uttar Pradesh,Salaried,12.8,857903,21767,Home Loan,6166562,12,731,0.278,2,0,Owned,Yes,8902574,No,5.1,1,1014008,low,Approved,11.27,2026-04-11,Ahmedabad,0.1391,46.58,51–64,2026-04
LOAN100853,Sanjay Patel,49,Female,Divorced,Master's,Hyderabad,Telangana,Salaried,6.1,495064,25298,Gold Loan,333862,48,612,0.609,5,0,Rented,Yes,286966,Yes,8.2,2,621587,medium,Rejected,0.0,2025-12-05,Hyderabad,1.4828,24.57,41–50,2025-12
LOAN100854,Lata Gupta,60,Male,Divorced,Bachelor's,Ahmedabad,Gujarat,Salaried,15.6,638263,36029,Home Loan,6296222,12,529,0.489,2,1,Company Provided,Yes,8349531,No,20.9,3,655912,high,Rejected,0.0,2025-11-09,Mumbai,0.1014,18.21,51–64,2025-11
LOAN100855,Divya Iyer,43,Male,Single,Diploma,Ahmedabad,Gujarat,Freelancer,2.3,666093,38561,Education Loan,2291164,120,479,0.59,4,1,Owned,Yes,2463210,No,13.8,6,230925,high,Rejected,0.0,2025-11-28,Ahmedabad,0.2907,5.99,41–50,2025-11
LOAN100856,Kavya Malhotra,22,Male,Divorced,PhD,Ahmedabad,Gujarat,Unemployed,0.0,40296,1196,Education Loan,2220356,12,720,0.459,2,1,Company Provided,Yes,2078815,Yes,10.0,4,56591,medium,Approved,12.39,2026-05-01,Chennai,0.0181,47.32,21–30,2026-05
LOAN100857,Sanjay Chaudhary,42,Other,Single,Bachelor's,Indore,Madhya Pradesh,Unemployed,0.0,35776,930,Education Loan,2108588,240,609,0.472,1,1,Company Provided,No,0,Yes,9.4,0,90852,medium,Under Review,0.0,2025-12-10,Kolkata,0.017,97.69,41–50,2025-12
LOAN100858,Manoj Rao,53,Female,Married,Master's,Delhi,Delhi,Freelancer,18.9,261002,6652,Home Loan,5055794,48,753,0.144,2,0,Owned,No,0,Yes,19.1,6,767914,low,Approved,10.16,2025-12-09,Hyderabad,0.0516,115.44,51–64,2025-12
LOAN100859,Sunita Verma,64,Female,Divorced,Master's,Mumbai,Maharashtra,Self-Employed,10.5,510288,22999,Home Loan,7711721,180,630,0.394,3,1,Owned,Yes,9980867,Yes,13.8,0,1225631,medium,Approved,13.87,2025-11-20,Bangalore,0.0662,53.29,51–64,2025-11
LOAN100860,Shreya Chaudhary,22,Female,Single,Master's,Delhi,Delhi,Business Owner,9.0,703440,18837,Home Loan,2664117,120,570,0.823,2,1,Parental,No,0,No,7.0,7,308863,high,Rejected,0.0,2025-12-14,Hyderabad,0.264,16.4,21–30,2025-12
LOAN100861,Suman Kapoor,34,Male,Married,Bachelor's,Pune,Maharashtra,Business Owner,1.4,2955018,122824,Personal Loan,259889,180,654,0.583,5,1,Owned,No,0,Yes,23.5,2,581707,medium,Rejected,0.0,2025-11-24,Pune,11.3703,4.74,31–40,2025-11
LOAN100862,Suman Chaudhary,27,Male,Married,PhD,Kolkata,West Bengal,Self-Employed,19.0,846285,38393,Gold Loan,101045,84,707,0.414,1,0,Parental,Yes,100530,Yes,1.9,4,1254321,medium,Approved,12.43,2025-11-19,Bangalore,8.3753,32.67,21–30,2025-11
LOAN100863,Lata Malhotra,59,Female,Single,Master's,Delhi,Delhi,Self-Employed,5.2,548017,14904,Gold Loan,265188,60,566,0.723,2,3,Parental,Yes,225606,Yes,2.7,1,955941,high,Rejected,0.0,2026-05-04,Bangalore,2.0665,64.14,51–64,2026-05
LOAN100864,Meera Bose,30,Male,Married,Diploma,Nagpur,Maharashtra,Freelancer,8.8,490162,12970,Home Loan,6793495,24,730,0.21,2,0,Company Provided,Yes,8972221,Yes,20.3,6,882910,low,Approved,10.95,2025-11-11,Mumbai,0.0722,68.07,21–30,2025-11
LOAN100865,Sanjay Kapoor,32,Female,Divorced,Bachelor's,Lucknow,Uttar Pradesh,Salaried,16.7,728882,23737,Education Loan,1498109,60,522,0.808,1,3,Rented,No,0,No,10.6,5,1230521,high,Rejected,0.0,2026-03-11,Pune,0.4865,51.84,31–40,2026-03
LOAN100866,Geeta Singh,22,Other,Married,Master's,Mumbai,Maharashtra,Business Owner,9.7,2577594,81811,Car Loan,606131,60,802,0.198,2,0,Parental,No,0,Yes,5.7,3,5987780,low,Approved,9.45,2026-04-16,Mumbai,4.2525,73.19,21–30,2026-04
LOAN100867,Sneha Singh,45,Female,Divorced,Diploma,Lucknow,Uttar Pradesh,Business Owner,15.6,1841504,105629,Personal Loan,277209,12,755,0.154,2,0,Parental,Yes,264802,No,6.8,3,4242135,low,Approved,10.17,2026-03-04,Hyderabad,6.643,40.16,41–50,2026-03
LOAN100868,Geeta Agarwal,57,Female,Married,PhD,Surat,Gujarat,Self-Employed,17.3,274081,11858,Education Loan,1787107,240,749,0.121,2,0,Parental,No,0,No,23.3,4,420706,low,Approved,10.12,2025-12-15,Ahmedabad,0.1534,35.48,51–64,2025-12
LOAN100869,Vivek Malhotra,60,Male,Divorced,Bachelor's,Indore,Madhya Pradesh,Self-Employed,19.6,617466,16529,Personal Loan,94319,48,653,0.403,1,0,Company Provided,Yes,102253,No,17.8,7,747595,medium,Under Review,0.0,2026-01-10,Hyderabad,6.5466,45.23,51–64,2026-01
LOAN100870,Neha Reddy,29,Female,Single,High School,Jaipur,Rajasthan,Business Owner,3.6,2785983,115468,Home Loan,1539305,84,617,0.634,4,0,Parental,Yes,1871558,Yes,16.8,0,5071215,medium,Under Review,0.0,2026-03-06,Delhi,1.8099,43.92,21–30,2026-03
LOAN100871,Vivek Reddy,60,Female,Widowed,Master's,Mumbai,Maharashtra,Salaried,18.9,480847,12886,Home Loan,7777910,180,537,0.751,2,3,Rented,Yes,9960972,Yes,16.0,4,600127,high,Rejected,0.0,2025-11-27,Hyderabad,0.0618,46.57,51–64,2025-11
LOAN100872,Sunita Verma,38,Male,Widowed,Bachelor's,Delhi,Delhi,Self-Employed,2.1,769343,39363,Personal Loan,536463,60,806,0.345,1,0,Parental,Yes,764501,Yes,0.8,7,1990135,low,Approved,10.11,2025-11-06,Mumbai,1.4341,50.56,31–40,2025-11
LOAN100873,Anil Rao,37,Other,Divorced,Master's,Indore,Madhya Pradesh,Salaried,17.3,550731,25401,Personal Loan,379655,24,832,0.218,0,0,Parental,No,0,Yes,11.2,5,98738,low,Approved,8.95,2025-12-29,Delhi,1.4506,3.89,31–40,2025-12
LOAN100874,Divya Kapoor,29,Other,Divorced,High School,Surat,Gujarat,Freelancer,9.5,575108,31888,Gold Loan,155364,48,592,0.78,5,3,Owned,No,0,Yes,0.7,2,694947,high,Rejected,0.0,2025-11-12,Chennai,3.7017,21.79,21–30,2025-11
LOAN100875,Ananya Mehta,39,Female,Single,PhD,Mumbai,Maharashtra,Business Owner,18.0,1716087,77886,Gold Loan,113982,12,669,0.331,2,1,Parental,No,0,Yes,2.3,1,1603994,medium,Approved,12.78,2025-11-28,Delhi,15.0558,20.59,31–40,2025-11
LOAN100876,Suresh Joshi,23,Female,Divorced,Diploma,Delhi,Delhi,Self-Employed,12.5,652581,17308,Gold Loan,156589,84,758,0.408,1,0,Company Provided,Yes,164641,Yes,1.3,0,817222,low,Approved,11.38,2025-12-31,Mumbai,4.1675,47.22,21–30,2025-12
LOAN100877,Neha Mishra,53,Other,Widowed,Master's,Surat,Gujarat,Salaried,18.2,854774,28856,Education Loan,1508597,120,569,0.824,4,1,Rented,No,0,No,12.8,7,1793696,high,Rejected,0.0,2026-04-02,Chennai,0.5666,62.16,51–64,2026-04
LOAN100878,Amit Chaudhary,56,Female,Widowed,Diploma,Hyderabad,Telangana,Self-Employed,14.1,574756,20771,Business Loan,2885318,60,748,0.207,0,0,Owned,Yes,2349681,Yes,4.4,5,618678,low,Approved,10.57,2026-05-02,Delhi,0.1992,29.79,51–64,2026-05
LOAN100879,Neha Nair,36,Male,Single,Diploma,Pune,Maharashtra,Freelancer,3.0,504069,23716,Car Loan,1412440,120,700,0.375,5,1,Rented,No,0,Yes,19.8,5,482777,medium,Approved,12.38,2026-04-10,Delhi,0.3569,20.36,31–40,2026-04
LOAN100880,Sunita Patel,28,Female,Married,High School,Indore,Madhya Pradesh,Salaried,13.0,622977,28806,Gold Loan,37408,12,755,0.3,0,0,Company Provided,No,0,No,6.5,6,309511,low,Approved,10.9,2026-04-05,Delhi,16.6536,10.74,21–30,2026-04
LOAN100881,Anil Reddy,36,Female,Divorced,PhD,Indore,Madhya Pradesh,Freelancer,3.2,365630,15922,Education Loan,1659911,180,741,0.177,2,0,Company Provided,No,0,No,21.5,0,946643,low,Approved,10.56,2026-04-12,Bangalore,0.2203,59.46,31–40,2026-04
LOAN100882,Vinod Joshi,40,Female,Married,High School,Pune,Maharashtra,Unemployed,0.0,17530,955,Gold Loan,71751,120,747,0.209,2,0,Rented,No,0,No,9.6,2,27801,low,Approved,10.61,2026-04-15,Ahmedabad,0.2443,29.11,31–40,2026-04
LOAN100883,Rohan Rao,31,Male,Married,PhD,Indore,Madhya Pradesh,Freelancer,3.0,682981,17213,Education Loan,1844787,12,610,0.713,2,2,Rented,No,0,No,17.7,3,373135,high,Rejected,0.0,2025-11-20,Bangalore,0.3702,21.68,31–40,2025-11
LOAN100884,Divya Kapoor,44,Male,Widowed,High School,Indore,Madhya Pradesh,Salaried,10.7,637550,32362,Personal Loan,543875,240,610,0.754,2,2,Company Provided,Yes,436727,Yes,13.6,4,656887,high,Rejected,0.0,2025-12-15,Delhi,1.1722,20.3,41–50,2025-12
LOAN100885,Sanjay Patel,22,Other,Single,Bachelor's,Kolkata,West Bengal,Unemployed,0.0,16478,915,Personal Loan,50518,180,668,0.526,2,0,Company Provided,Yes,53913,Yes,2.1,6,48417,medium,Approved,13.77,2025-11-30,Bangalore,0.3262,52.91,21–30,2025-11
LOAN100886,Anil Iyer,40,Male,Single,PhD,Vadodara,Gujarat,Unemployed,0.0,19388,573,Business Loan,4148208,180,765,0.415,2,0,Company Provided,Yes,4281735,Yes,0.5,5,11129,low,Approved,11.27,2026-03-11,Ahmedabad,0.0047,19.42,31–40,2026-03
LOAN100887,Karan Chaudhary,22,Female,Married,Diploma,Delhi,Delhi,Unemployed,0.0,48020,2680,Car Loan,1396875,48,708,0.304,4,1,Owned,No,0,Yes,10.8,7,137470,medium,Approved,11.86,2026-02-01,Chennai,0.0344,51.29,21–30,2026-02
LOAN100888,Arjun Patel,56,Female,Married,Diploma,Delhi,Delhi,Salaried,14.8,554706,29628,Gold Loan,376588,36,740,0.358,1,0,Rented,No,0,No,12.7,1,1419456,low,Approved,11.49,2026-04-02,Delhi,1.473,47.91,51–64,2026-04
LOAN100889,Anil Patel,50,Female,Divorced,Master's,Delhi,Delhi,Self-Employed,15.6,561450,17723,Personal Loan,498659,48,720,0.267,5,0,Owned,No,0,No,18.0,7,1013343,medium,Approved,11.43,2026-01-12,Kolkata,1.1259,57.18,41–50,2026-01
LOAN100890,Rajesh Gupta,63,Other,Single,Master's,Surat,Gujarat,Freelancer,2.4,426186,20352,Personal Loan,520001,120,694,0.611,5,1,Owned,Yes,664899,No,7.8,6,1109067,medium,Under Review,0.0,2026-04-24,Bangalore,0.8196,54.49,51–64,2026-04
LOAN100891,Geeta Malhotra,23,Female,Single,PhD,Vadodara,Gujarat,Unemployed,0.0,67803,2569,Gold Loan,97272,240,645,0.337,2,0,Rented,No,0,Yes,14.4,6,163696,medium,Approved,13.29,2026-03-14,Delhi,0.697,63.72,21–30,2026-03
LOAN100892,Kavya Mishra,46,Female,Single,Master's,Surat,Gujarat,Freelancer,7.7,590291,19358,Education Loan,473945,12,747,0.275,0,0,Company Provided,Yes,700579,Yes,2.6,7,921342,low,Approved,10.94,2026-01-24,Hyderabad,1.2455,47.59,41–50,2026-01
LOAN100893,Rajesh Patel,28,Female,Widowed,Master's,Vadodara,Gujarat,Business Owner,15.7,1372962,79160,Home Loan,5138340,60,499,0.662,2,1,Parental,No,0,Yes,18.1,2,2367372,high,Rejected,0.0,2026-02-05,Mumbai,0.2672,29.91,21–30,2026-02
LOAN100894,Vivek Agarwal,54,Male,Single,Bachelor's,Rajkot,Gujarat,Business Owner,4.2,1335042,76482,Gold Loan,128080,120,731,0.159,0,0,Parental,No,0,Yes,19.8,1,2687600,low,Approved,10.67,2026-02-06,Hyderabad,10.4235,35.14,51–64,2026-02
LOAN100895,Neha Chaudhary,51,Other,Single,PhD,Surat,Gujarat,Business Owner,10.5,2342603,131209,Gold Loan,74882,36,778,0.135,2,0,Rented,Yes,109962,Yes,18.2,0,6388155,low,Approved,9.62,2026-04-13,Pune,31.2839,48.69,51–64,2026-04
LOAN100896,Nikhil Gupta,42,Female,Single,Bachelor's,Indore,Madhya Pradesh,Business Owner,16.2,1954599,83502,Car Loan,1200874,48,644,0.474,1,1,Rented,Yes,1792336,Yes,6.9,1,1264244,medium,Approved,13.99,2026-04-26,Chennai,1.6276,15.14,41–50,2026-04
LOAN100897,Geeta Nair,37,Female,Widowed,Master's,Pune,Maharashtra,Salaried,10.8,763815,42420,Home Loan,7496924,84,726,0.397,1,0,Parental,No,0,No,8.6,1,1060112,low,Approved,11.96,2025-12-05,Ahmedabad,0.1019,24.99,31–40,2025-12
LOAN100898,Lata Shah,32,Other,Widowed,High School,Jaipur,Rajasthan,Business Owner,9.0,1041083,40980,Car Loan,792578,84,642,0.637,1,1,Parental,Yes,852115,Yes,2.4,7,1106264,medium,Under Review,0.0,2026-01-30,Mumbai,1.3135,27.0,31–40,2026-01
LOAN100899,Sanjay Singh,56,Female,Married,Master's,Indore,Madhya Pradesh,Unemployed,0.0,22370,1003,Gold Loan,80457,12,659,0.479,2,0,Parental,Yes,117300,No,14.6,3,27322,medium,Under Review,0.0,2026-01-10,Bangalore,0.278,27.24,51–64,2026-01
LOAN100900,Suresh Kapoor,41,Male,Divorced,Diploma,Delhi,Delhi,Salaried,19.6,528739,20000,Car Loan,1461629,12,547,0.604,5,2,Parental,No,0,Yes,24.9,5,1513932,high,Rejected,0.0,2025-11-19,Chennai,0.3617,75.7,41–50,2025-11
LOAN100901,Rekha Patel,27,Female,Widowed,Diploma,Hyderabad,Telangana,Self-Employed,6.4,1136224,53318,Car Loan,1683967,120,700,0.386,0,0,Company Provided,Yes,1598831,Yes,3.1,0,3098492,low,Approved,12.43,2026-04-30,Mumbai,0.6747,58.11,21–30,2026-04
LOAN100902,Vivek Kumar,30,Male,Divorced,PhD,Surat,Gujarat,Unemployed,0.0,57975,2312,Gold Loan,339473,24,517,0.623,2,2,Parental,Yes,490140,No,4.3,0,64938,high,Rejected,0.0,2025-11-17,Ahmedabad,0.1708,28.09,21–30,2025-11
LOAN100903,Priya Chaudhary,30,Male,Married,High School,Rajkot,Gujarat,Self-Employed,5.6,842343,40474,Education Loan,345144,240,692,0.569,5,1,Company Provided,Yes,396445,No,21.9,5,2080628,medium,Rejected,0.0,2026-03-09,Kolkata,2.4406,51.41,21–30,2026-03
LOAN100904,Arjun Bose,48,Male,Single,Bachelor's,Hyderabad,Telangana,Freelancer,8.3,499376,27649,Education Loan,744202,36,700,0.302,0,0,Owned,No,0,No,20.5,3,1223636,low,Approved,12.01,2025-12-18,Delhi,0.671,44.26,41–50,2025-12
LOAN100905,Sunita Gupta,47,Other,Married,High School,Ahmedabad,Gujarat,Salaried,13.3,818736,28906,Personal Loan,181900,84,634,0.51,2,1,Parental,Yes,207127,No,16.7,0,2324244,medium,Approved,14.37,2026-04-04,Pune,4.501,80.41,41–50,2026-04
LOAN100906,Sanjay Singh,54,Female,Married,High School,Vadodara,Gujarat,Salaried,11.7,784373,24798,Business Loan,840705,60,620,0.341,1,1,Rented,Yes,1121622,No,15.7,7,851546,medium,Approved,13.81,2026-03-26,Pune,0.933,34.34,51–64,2026-03
LOAN100907,Vivek Rao,27,Other,Divorced,Diploma,Nagpur,Maharashtra,Self-Employed,4.1,1042455,57666,Gold Loan,73649,12,667,0.49,1,0,Rented,Yes,71608,Yes,4.2,1,2183957,medium,Under Review,0.0,2026-01-11,Chennai,14.1544,37.87,21–30,2026-01
LOAN100908,Divya Chaudhary,38,Other,Married,Bachelor's,Delhi,Delhi,Unemployed,0.0,20992,682,Car Loan,932568,240,758,0.311,1,0,Rented,No,0,No,11.0,5,32463,low,Approved,10.89,2026-04-26,Kolkata,0.0225,47.6,31–40,2026-04
LOAN100909,Priya Pillai,64,Male,Married,Master's,Surat,Gujarat,Freelancer,9.5,344077,9044,Home Loan,2193053,12,637,0.47,5,1,Owned,Yes,2963995,No,3.6,6,419586,medium,Approved,14.11,2026-02-03,Chennai,0.1569,46.39,51–64,2026-02
LOAN100910,Rekha Agarwal,24,Other,Divorced,PhD,Delhi,Delhi,Unemployed,0.0,61327,3290,Gold Loan,387521,240,720,0.503,2,0,Company Provided,Yes,443748,No,5.4,1,83142,medium,Under Review,0.0,2026-02-26,Bangalore,0.1583,25.27,21–30,2026-02
LOAN100911,Sanjay Sharma,43,Other,Single,PhD,Delhi,Delhi,Self-Employed,19.7,682867,23719,Car Loan,1023026,48,584,0.842,3,2,Rented,Yes,1476993,No,14.2,7,1384540,high,Rejected,0.0,2025-12-11,Bangalore,0.6675,58.37,41–50,2025-12
LOAN100912,Rahul Mehta,25,Female,Single,Master's,Rajkot,Gujarat,Self-Employed,7.9,552137,18261,Car Loan,1686962,84,759,0.242,1,0,Company Provided,Yes,2522062,Yes,2.1,5,1082671,low,Approved,10.53,2025-12-19,Mumbai,0.3273,59.29,21–30,2025-12
LOAN100913,Suman Malhotra,23,Female,Single,PhD,Ahmedabad,Gujarat,Business Owner,16.6,753311,26967,Education Loan,929994,180,502,0.524,2,3,Owned,Yes,949225,Yes,5.9,1,894053,high,Rejected,0.0,2026-01-22,Mumbai,0.81,33.15,21–30,2026-01
LOAN100914,Rahul Nair,22,Female,Single,Bachelor's,Rajkot,Gujarat,Unemployed,0.0,41179,1466,Personal Loan,104768,120,714,0.342,5,0,Owned,Yes,112131,Yes,23.5,1,82196,medium,Under Review,0.0,2026-01-30,Delhi,0.393,56.07,21–30,2026-01
LOAN100915,Karan Sharma,43,Other,Single,PhD,Indore,Madhya Pradesh,Freelancer,11.5,622494,30520,Gold Loan,157967,60,711,0.125,1,0,Rented,Yes,162858,No,11.5,3,943153,low,Approved,10.91,2026-03-18,Mumbai,3.9407,30.9,41–50,2026-03
LOAN100916,Suman Chaudhary,33,Male,Married,High School,Delhi,Delhi,Freelancer,3.8,597059,17905,Home Loan,2543859,36,605,0.257,1,0,Owned,No,0,Yes,14.5,5,1354188,medium,Under Review,0.0,2026-01-14,Pune,0.2347,75.63,31–40,2026-01
LOAN100917,Kavya Chaudhary,27,Female,Married,High School,Surat,Gujarat,Freelancer,11.5,341039,17596,Business Loan,1609872,180,666,0.412,4,1,Rented,No,0,Yes,11.2,2,408817,medium,Approved,13.24,2026-04-27,Kolkata,0.2118,23.23,21–30,2026-04
LOAN100918,Rajesh Mehta,31,Other,Divorced,Diploma,Surat,Gujarat,Business Owner,9.8,1322319,38139,Gold Loan,98096,240,653,0.464,4,1,Owned,No,0,No,8.6,4,800941,medium,Approved,13.76,2025-12-24,Hyderabad,13.4798,21.0,31–40,2025-12
LOAN100919,Riya Mishra,47,Female,Divorced,PhD,Jaipur,Rajasthan,Self-Employed,3.6,288317,13359,Car Loan,789255,24,720,0.308,5,0,Parental,Yes,1059351,No,0.7,2,56892,medium,Approved,11.64,2026-03-30,Pune,0.3653,4.26,41–50,2026-03
LOAN100920,Amit Iyer,62,Other,Widowed,PhD,Surat,Gujarat,Unemployed,0.0,16282,651,Education Loan,1968840,120,720,0.372,1,1,Parental,No,0,Yes,10.8,3,10483,medium,Under Review,0.0,2026-02-05,Pune,0.0083,16.1,51–64,2026-02
LOAN100921,Meera Chaudhary,53,Male,Single,PhD,Hyderabad,Telangana,Salaried,8.4,591066,29338,Personal Loan,215995,84,434,0.415,4,1,Parental,No,0,No,15.6,3,1708484,high,Rejected,0.0,2026-01-12,Delhi,2.7365,58.23,51–64,2026-01
LOAN100922,Divya Kapoor,54,Female,Single,Diploma,Bangalore,Karnataka,Salaried,14.1,601515,22416,Gold Loan,264785,84,623,0.305,2,0,Owned,No,0,Yes,13.5,6,851073,medium,Approved,13.56,2025-11-13,Chennai,2.2717,37.97,51–64,2025-11
LOAN100923,Sanjay Shah,34,Other,Divorced,PhD,Jaipur,Rajasthan,Freelancer,17.1,669493,25518,Personal Loan,422139,48,555,0.844,3,2,Parental,No,0,No,16.6,5,523302,high,Rejected,0.0,2026-02-09,Ahmedabad,1.586,20.51,31–40,2026-02
LOAN100924,Priya Mishra,30,Other,Married,PhD,Mumbai,Maharashtra,Business Owner,5.5,1261360,41728,Gold Loan,152903,48,700,0.373,3,0,Parental,No,0,No,14.7,6,1123887,medium,Under Review,0.0,2025-12-08,Ahmedabad,8.2494,26.93,21–30,2025-12
LOAN100925,Meera Patel,39,Other,Divorced,PhD,Lucknow,Uttar Pradesh,Freelancer,13.7,564043,22000,Personal Loan,85087,12,783,0.284,1,0,Company Provided,Yes,78274,Yes,24.7,2,1141382,low,Approved,10.26,2025-12-19,Ahmedabad,6.629,51.88,31–40,2025-12
LOAN100926,Ananya Gupta,54,Male,Widowed,High School,Indore,Madhya Pradesh,Salaried,0.7,501743,20553,Car Loan,1731830,36,619,0.291,4,0,Parental,No,0,No,5.2,2,958016,medium,Under Review,0.0,2026-01-19,Hyderabad,0.2897,46.61,51–64,2026-01
LOAN100927,Vikram Agarwal,63,Female,Widowed,High School,Bangalore,Karnataka,Business Owner,3.0,2136913,63992,Education Loan,2156159,36,591,0.594,3,1,Rented,No,0,Yes,20.7,6,998437,medium,Under Review,0.0,2026-02-02,Delhi,0.9911,15.6,51–64,2026-02
LOAN100928,Manoj Shah,35,Female,Married,Bachelor's,Rajkot,Gujarat,Self-Employed,9.5,870907,38678,Home Loan,3280927,48,648,0.544,4,1,Company Provided,No,0,Yes,14.1,7,1148918,medium,Approved,14.26,2026-04-14,Chennai,0.2654,29.7,31–40,2026-04
LOAN100929,Amit Joshi,62,Male,Single,Diploma,Nagpur,Maharashtra,Salaried,4.2,429228,24101,Personal Loan,214961,84,837,0.293,0,0,Parental,No,0,Yes,22.2,6,397052,low,Approved,9.22,2026-03-19,Chennai,1.9968,16.47,51–64,2026-03
LOAN100930,Kavya Mehta,46,Other,Single,High School,Chennai,Tamil Nadu,Freelancer,5.3,525146,18402,Car Loan,477357,36,813,0.112,0,0,Company Provided,Yes,443072,No,12.9,5,1100066,low,Approved,8.8,2025-11-17,Pune,1.1001,59.78,41–50,2025-11
LOAN100931,Anil Verma,29,Other,Divorced,Master's,Indore,Madhya Pradesh,Unemployed,0.0,53179,2664,Home Loan,4225675,12,691,0.471,4,0,Owned,Yes,5482935,Yes,22.2,6,105228,medium,Under Review,0.0,2025-11-20,Kolkata,0.0126,39.5,21–30,2025-11
LOAN100932,Vinod Reddy,51,Male,Married,Diploma,Ahmedabad,Gujarat,Freelancer,4.2,183823,7883,Personal Loan,430446,24,751,0.263,2,0,Parental,No,0,Yes,4.5,7,451183,low,Approved,10.79,2025-11-29,Ahmedabad,0.4271,57.23,51–64,2025-11
LOAN100933,Sneha Mehta,44,Male,Married,PhD,Nagpur,Maharashtra,Freelancer,15.2,341571,19856,Education Loan,1383326,84,762,0.163,0,0,Rented,Yes,1999732,Yes,3.8,3,152546,low,Approved,10.07,2026-01-22,Delhi,0.2469,7.68,41–50,2026-01
LOAN100934,Geeta Kumar,36,Other,Widowed,Master's,Chennai,Tamil Nadu,Self-Employed,4.8,591733,21996,Car Loan,1104233,12,642,0.342,4,1,Owned,No,0,No,21.5,3,277453,medium,Approved,13.37,2026-01-02,Hyderabad,0.5359,12.61,31–40,2026-01
